"table","distribution","heterogeneity","test","log_time_shift","task_id","paper_value","paper_printed_value","paper_n_sim","paper_page","z_low","z_high","n_sim","treatment_time_multiplier","empirical_rejection","monte_carlo_se","mean_z","sd_z","mean_completed_events","generator_version","input_file","available","variance_method","design_eligible","estimate","local_mc_se","paper_mc_se","difference","combined_mc_se","comparison_margin","comparison","rejection_ci_low","rejection_ci_high","nominal_p","nominal_p_holm"
"table3","weibull","medium","peto_prentice",0.5,90,0.781,0.781,10000,95,0.1,1.9,10000,1.64872127070013,0.9365,0.00243860103337959,-3.46208512630384,0.978903075921723,2.1104525,"legacy_unversioned","zhao-2020-table-simulations-task-090-of-120.rds",TRUE,"pooled_risk",TRUE,0.9365,0.00243860103337959,0.00413568615830554,0.1555,0.00480111185039466,0.00991000631252198,"discrepant",0.931550793554185,0.941113975868214,,
"table3","lognormal","medium","peto_prentice",0.5,91,0.872,0.872,10000,95,0.1,1.9,10000,1.64872127070013,0.9537,0.00210134028657902,-3.56038526451184,0.958147541706132,1.5819115,"legacy_unversioned","zhao-2020-table-simulations-task-091-of-120.rds",TRUE,"pooled_risk",TRUE,0.9537,0.00210134028657902,0.00334089808285138,0.0817,0.00394680009628053,0.00823558604288905,"discrepant",0.949404335565625,0.957647224312823,,
"table3","loglogistic","medium","peto_prentice",0.5,92,0.711,0.711,10000,95,,,,,,,,,,,,FALSE,"pooled_risk",FALSE,,,0.00453297915283095,,,,"missing",,,,
"table3","exponential","high","peto_prentice",0.5,93,0.471,0.471,10000,95,0.01,1.99,10000,1.64872127070013,0.6316,0.00482370645873067,-2.29165681395647,0.98974852085081,3.534336,"legacy_unversioned","zhao-2020-table-simulations-task-093-of-120.rds",TRUE,"pooled_risk",TRUE,0.6316,0.00482370645873067,0.00499158291526846,0.1606,0.00694147275439442,0.0141050365982791,"discrepant",0.622096855193506,0.641002076435332,,
"table3","weibull","high","peto_prentice",0.5,94,0.683,0.683,10000,95,,,,,,,,,,,,FALSE,"pooled_risk",TRUE,,,0.00465307425257754,,,,"missing",,,,
"table3","lognormal","high","peto_prentice",0.5,95,0.781,0.781,10000,95,0.01,1.99,10000,1.64872127070013,0.888,0.00315366453510832,-3.16559697770344,0.986326979788811,2.8021285,"legacy_unversioned","zhao-2020-table-simulations-task-095-of-120.rds",TRUE,"pooled_risk",TRUE,0.888,0.00315366453510832,0.00413568615830554,0.107,0.00520091338132063,0.0106936029141009,"discrepant",0.881669330835519,0.894032686428836,,
"table3","loglogistic","high","peto_prentice",0.5,96,0.617,0.617,10000,95,,,,,,,,,,,,FALSE,"pooled_risk",FALSE,,,0.00486118298359566,,,,"missing",,,,
"table3","exponential","low","gehan_breslow",0.25,97,0.181,0.181,10000,95,0.5,1.5,10000,1.28402541668774,0.2994,0.00457995240149939,-1.42705606858912,0.999116402401074,1.607182,"legacy_unversioned","zhao-2020-table-simulations-task-097-of-120.rds",TRUE,"pooled_risk",TRUE,0.2994,0.00457995240149939,0.00385018181388879,0.1184,0.00598329875570324,0.0122270500699217,"discrepant",0.290501881404424,0.308452178741892,,
"table3","weibull","low","gehan_breslow",0.25,98,0.391,0.391,10000,95,0.5,1.5,10000,1.28402541668774,0.7254,0.0044631249142277,-2.53852753141791,0.984218460588741,1.4812015,"legacy_unversioned","zhao-2020-table-simulations-task-098-of-120.rds",TRUE,"pooled_risk",TRUE,0.7254,0.0044631249142277,0.00487974384573617,0.3344,0.00661297089060583,0.0134611847763992,"discrepant",0.716567134088796,0.734059759445703,,
"table3","lognormal","low","gehan_breslow",0.25,99,0.664,0.664,10000,95,0.5,1.5,10000,1.28402541668774,0.7836,0.00411790043590177,-2.72161297569371,0.970045569324044,1.087412,"legacy_unversioned","zhao-2020-table-simulations-task-099-of-120.rds",TRUE,"pooled_risk",TRUE,0.7836,0.00411790043590177,0.00472338861412016,0.1196,0.00626637885863917,0.012781876876416,"discrepant",0.775420976457911,0.791561219666242,,
"table3","loglogistic","low","gehan_breslow",0.25,100,0.334,0.334,10000,95,,,,,,,,,,,,FALSE,"pooled_risk",FALSE,,,0.00471639692986076,,,,"missing",,,,
"table3","exponential","medium","gehan_breslow",0.25,101,0.164,0.164,10000,95,0.1,1.9,10000,1.28402541668774,0.2438,0.00429373450506666,-1.25295330369686,1.00426383758153,2.3972465,"legacy_unversioned","zhao-2020-table-simulations-task-101-of-120.rds",TRUE,"pooled_risk",TRUE,0.2438,0.00429373450506666,0.00370275573053368,0.0798,0.00566979329429213,0.0116125906565993,"discrepant",0.235483856191915,0.252312904573219,,
"table3","weibull","medium","gehan_breslow",0.25,102,0.247,0.247,10000,95,0.1,1.9,10000,1.28402541668774,0.414,0.00492548474771773,-1.73354299315045,0.999499433442035,2.3749385,"legacy_unversioned","zhao-2020-table-simulations-task-102-of-120.rds",TRUE,"pooled_risk",TRUE,0.414,0.00492548474771773,0.0043126673880558,0.167,0.00654671673436388,0.0133313290163389,"discrepant",0.404381048347324,0.423684999372432,,
"table3","lognormal","medium","gehan_breslow",0.25,103,0.33,0.33,10000,95,0.1,1.9,10000,1.28402541668774,0.4405,0.00496447127094115,-1.80336466421733,0.998375037419021,1.782024,"legacy_unversioned","zhao-2020-table-simulations-task-103-of-120.rds",TRUE,"pooled_risk",TRUE,0.4405,0.00496447127094115,0.0047021271782035,0.1105,0.00683783408690208,0.0139019085425884,"discrepant",0.430794504546448,0.450251191259662,,
"table3","loglogistic","medium","gehan_breslow",0.25,104,0.23,0.23,10000,95,,,,,,,,,,,,FALSE,"pooled_risk",FALSE,,,0.00420832508250016,,,,"missing",,,,
"table3","exponential","high","gehan_breslow",0.25,105,0.149,0.149,10000,95,0.01,1.99,10000,1.28402541668774,0.2096,0.00407023144305087,-1.13480449891801,1.00814475350876,3.9221775,"legacy_unversioned","zhao-2020-table-simulations-task-105-of-120.rds",TRUE,"pooled_risk",TRUE,0.2096,0.00407023144305087,0.00356088472152638,0.0606,0.00540802034019844,0.011099525094449,"discrepant",0.201734758410109,0.21768826784358,,
"table3","weibull","high","gehan_breslow",0.25,106,0.193,0.193,10000,95,0.01,1.99,10000,1.28402541668774,0.33,0.0047021271782035,-1.53182754024694,0.986955975001581,4.106701,"legacy_unversioned","zhao-2020-table-simulations-task-106-of-120.rds",TRUE,"pooled_risk",TRUE,0.33,0.0047021271782035,0.00394653012151181,0.137,0.00613881910468129,0.0125318643527817,"discrepant",0.320850818197845,0.339279741248185,,
"table3","lognormal","high","gehan_breslow",0.25,107,0.251,0.251,10000,95,0.01,1.99,10000,1.28402541668774,0.3481,0.00476367914536653,-1.55517446214213,0.99867525713813,3.1264535,"legacy_unversioned","zhao-2020-table-simulations-task-107-of-120.rds",TRUE,"pooled_risk",TRUE,0.3481,0.00476367914536653,0.00433588514608033,0.0971,0.00644147025142552,0.0131250497002802,"discrepant",0.338823300357538,0.357493358347473,,
"table3","loglogistic","high","gehan_breslow",0.25,108,0.191,0.191,10000,95,,,,,,,,,,,,FALSE,"pooled_risk",FALSE,,,0.00393089048435593,,,,"missing",,,,
"table3","exponential","low","gehan_breslow",0.5,109,0.532,0.532,10000,95,0.5,1.5,10000,1.64872127070013,0.7858,0.00410266206261252,-2.75103334203498,0.993018734415177,1.455069,"legacy_unversioned","zhao-2020-table-simulations-task-109-of-120.rds",TRUE,"pooled_risk",TRUE,0.7858,0.00410266206261252,0.00498974949271003,0.2538,0.00645983250556855,0.0131610390570755,"discrepant",0.777649978373553,0.793730528157768,,
"table3","weibull","low","gehan_breslow",0.5,110,0.91,0.91,10000,95,0.5,1.5,10000,1.64872127070013,0.998,0.000446766158073774,-4.70375289840319,0.932415909310362,1.307548,"legacy_unversioned","zhao-2020-table-simulations-task-110-of-120.rds",TRUE,"pooled_risk",TRUE,0.998,0.000446766158073774,0.00286181760425084,0.088,0.00289648062310108,0.00617699770319624,"discrepant",0.996912649335349,0.998704888287457,,
"table3","lognormal","low","gehan_breslow",0.5,111,0.995,0.995,10000,95,0.5,1.5,10000,1.64872127070013,0.9996,0.000199959995999189,-5.04192848575353,0.864463945062087,0.9526245,"legacy_unversioned","zhao-2020-table-simulations-task-111-of-120.rds",TRUE,"pooled_risk",TRUE,0.9996,0.000199959995999189,0.000705336798983295,0.00460000000000005,0.000733133002940119,0.00193691428164033,"discrepant",0.998971871664643,0.999844437163377,,
"table3","loglogistic","low","gehan_breslow",0.5,112,0.852,0.852,10000,95,,,,,,,,,,,,FALSE,"pooled_risk",FALSE,,,0.00355099985919459,,,,"missing",,,,
"table3","exponential","medium","gehan_breslow",0.5,113,0.482,0.482,10000,95,0.1,1.9,10000,1.64872127070013,0.6765,0.00467811660820891,-2.43272477144954,0.987367967664786,2.166591,"legacy_unversioned","zhao-2020-table-simulations-task-113-of-120.rds",TRUE,"pooled_risk",TRUE,0.6765,0.00467811660820891,0.0049967589495592,0.1945,0.00684487947300754,0.0139157172456123,"discrepant",0.667264794278384,0.685599654296768,,
"table3","weibull","medium","gehan_breslow",0.5,114,0.718,0.718,10000,95,0.1,1.9,10000,1.64872127070013,0.923,0.00266591447724791,-3.33970783707975,0.962549466022053,2.1164355,"legacy_unversioned","zhao-2020-table-simulations-task-114-of-120.rds",TRUE,"pooled_risk",TRUE,0.923,0.00266591447724791,0.00449973332543163,0.205,0.00523017208129905,0.010750948912293,"discrepant",0.917610951032145,0.928064186346263,,
"table3","lognormal","medium","gehan_breslow",0.5,115,0.834,0.834,10000,95,0.1,1.9,10000,1.64872127070013,0.9335,0.00249154068800812,-3.41639312163921,0.942908699278278,1.5806195,"legacy_unversioned","zhao-2020-table-simulations-task-115-of-120.rds",TRUE,"pooled_risk",TRUE,0.9335,0.00249154068800812,0.00372080636421731,0.0995,0.00447796549785726,0.0092766510998132,"discrepant",0.928448307450339,0.938218765962285,,
"table3","loglogistic","medium","gehan_breslow",0.5,116,0.688,0.688,10000,95,,,,,,,,,,,,FALSE,"pooled_risk",FALSE,,,0.00463309831538248,,,,"missing",,,,
"table3","exponential","high","gehan_breslow",0.5,117,0.422,0.422,10000,95,0.01,1.99,10000,1.64872127070013,0.5967,0.00490559996330724,-2.20400681783572,0.9885824518309,3.547132,"legacy_unversioned","zhao-2020-table-simulations-task-117-of-120.rds",TRUE,"pooled_risk",TRUE,0.5967,0.00490559996330724,0.00493878527575354,0.1747,0.00696107111010942,0.0141434486696367,"discrepant",0.587049842600597,0.606275892114515,,
"table3","weibull","high","gehan_breslow",0.5,118,0.574,0.574,10000,95,0.01,1.99,10000,1.64872127070013,0.8399,0.00366698772836779,-2.94185204587923,0.988198031461373,3.6633725,"legacy_unversioned","zhao-2020-table-simulations-task-118-of-120.rds",TRUE,"pooled_risk",TRUE,0.8399,0.00366698772836779,0.00494493680444958,0.2659,0.00615623253297014,0.0125659940450753,"discrepant",0.832582509856082,0.846956448051532,,
"table3","lognormal","high","gehan_breslow",0.5,119,0.703,0.703,10000,95,0.01,1.99,10000,1.64872127070013,0.8541,0.00353005934794303,-2.98050051108705,0.974151774636206,2.793582,"legacy_unversioned","zhao-2020-table-simulations-task-119-of-120.rds",TRUE,"pooled_risk",TRUE,0.8541,0.00353005934794303,0.00456936538263247,0.1511,0.00577411629602314,0.0118170599827512,"discrepant",0.847045229258015,0.860882823095871,,
"table3","loglogistic","high","gehan_breslow",0.5,120,0.569,0.569,10000,95,,,,,,,,,,,,FALSE,"pooled_risk",FALSE,,,0.00495216114438939,,,,"missing",,,,
